Project ID,Project Name,Sector,Status,Project Manager,Person Responsible,Start Date,End Date,Budget (KES),County,Longitude,Latitude
P0186,Smart City Project,ICT,Ongoing,Sarah Onyango,Hassan Mutua,02/04/2024,06/07/2027,1322216181,Kitui,38.25303201,-0.30535933
P0187,Cultural Center,Tourism,Design,James Mutua,James Chepngeno,11/02/2027,11/05/2028,2544250125,Kitui,38.38386714,-0.997978571
P0188,Estate Development,Housing,Design,Janet Noor,Chebet Otieno,28/05/2026,18/02/2028,1934908456,Kitui,38.22760171,-0.822856055
P0189,Digital Learning Center,Education,Ongoing,David Hussein,Fatma Nduku,20/03/2024,08/12/2026,1137519414,Kitui,38.48893326,-0.728737225
P0190,Farm Input Program,Agriculture,Ongoing,Ali Toroitich,Rose Kiprotich,08/08/2024,17/09/2026,360389695,Kitui,38.20714159,-2.201754809
P0191,Sanitation Project,Water,Design,Grace Mutua,Sarah Mutua,11/02/2026,19/11/2027,1214431550,Kitui,38.32015622,-0.184123692
P0192,Digital Hub,ICT,Ongoing,Abdi Hussein,David Kibet,25/04/2025,06/04/2027,2371706006,Kitui,38.26124419,-0.829083105
P0193,Smart City Project,ICT,Completed,Ali Kiprotich,James Cherono,05/06/2022,09/02/2025,194918729,Kitui,38.60222169,-2.272193117
P0194,Irrigation Scheme,Agriculture,Ongoing,Francis Abdalla,David Onyango,03/12/2024,28/12/2026,2283689856,Kitui,38.46010901,-1.507018922
P0195,Cultural Center,Tourism,Completed,Sarah Nduku,Abdi Ekidor,04/01/2023,31/07/2024,1341826790,Kitui,38.13887862,-1.881248896
P0196,Eco-Tourism Project,Tourism,Design,Joseph Toroitich,Joseph Toroitich,12/01/2027,07/12/2027,2789172425,Kitui,37.88991471,-1.392447778
P0197,Agro-Processing Plant,Agriculture,Design,Peter Mutua,David Ekidor,15/04/2027,06/02/2029,80237040,Kitui,38.53708246,-2.814913443
P0198,Resettlement Housing,Housing,Design,Rose Toroitich,Daniel Otieno,12/03/2027,31/10/2027,1263881550,Kitui,38.29126886,-1.017576252
P0199,Affordable Housing,Housing,Ongoing,Mercy Kibet,Chebet Mohamed,21/01/2024,02/05/2026,964462700,Kitui,37.99004925,-0.41064349
P0200,Library Project,Education,Design,Peter Toroitich,Fatma Kibet,31/12/2025,28/05/2027,1736399395,Kitui,38.66390333,-2.499425502
P0201,Clinic Construction,Health,Ongoing,Fatma Nduku,Abdi Onyango,18/06/2024,11/05/2028,888195870,Kitui,37.90870942,-0.971633986
P0202,Clinic Construction,Health,Design,Daniel Achieng,Francis Mutua,29/01/2026,05/08/2027,1297137989,Kitui,38.40672808,-2.633721351
P0203,Library Project,Education,Design,Ahmed Mutua,Francis Adan,02/06/2026,11/09/2027,2671665908,Kitui,38.85471706,-1.798277871
P0204,Irrigation Scheme,Agriculture,Ongoing,Janet Hussein,Rose Chebet,29/04/2025,19/01/2028,2376093886,Kitui,38.78389601,-2.994732487
P0205,Water Pipeline,Water,Design,Rose Noor,Peter Ekal,16/08/2026,02/09/2028,2619371029,Kitui,38.49050667,-1.630422592
P0206,Smart City Project,ICT,Completed,Francis Chebet,Ali Onyango,21/03/2021,04/03/2023,130194587,Kitui,38.40275212,-1.899141647
P0207,Bridge Construction,Transport,Design,David Toroitich,Ali Onyango,28/12/2025,23/07/2026,631478634,Kitui,38.59712793,-0.581265611
P0208,Irrigation Scheme,Agriculture,Ongoing,Ali Onyango,Sarah Achieng,12/04/2024,02/05/2027,1217770816,Kitui,38.33191454,-1.927675427
P0209,Biogas Initiative,Energy,Design,Mercy Noor,Grace Achieng,02/02/2027,20/03/2029,2935131968,Kitui,38.85197368,-1.084846761
P0210,Bus Rapid Transit,Transport,Design,Ali Ekal,Mercy Toroitich,09/11/2025,10/02/2028,741152069,Kitui,38.65196089,-2.59127483
P0211,Cultural Center,Tourism,Completed,David Hassan,Hassan Mwangi,17/01/2023,10/04/2025,1078607203,Kitui,38.78544743,-1.370495433
P0212,Mini Hydro Project,Energy,Design,James Otieno,Rose Onyango,30/11/2026,21/02/2029,1451015083,Kitui,38.68262819,-2.094679198
P0213,Wildlife Conservancy,Tourism,Ongoing,Rebecca Kiprotich,Abdi Mohamed,02/09/2024,03/03/2026,379331507,Kitui,38.46188625,-2.321332596
P0214,Affordable Housing,Housing,Ongoing,Grace Mohamed,Francis Hassan,24/12/2024,15/04/2026,327666353,Kitui,38.98687055,-2.988301337
P0215,Affordable Housing,Housing,Design,Fatma Onyango,Rose Ekal,16/05/2026,01/06/2028,2947464732,Kitui,38.67691481,-2.662067626
P0216,Urban Renewal Project,Housing,Ongoing,Rose Chepngeno,Joseph Achieng,11/08/2024,29/07/2027,1100790008,Kitui,38.20913673,-1.290869613
P0217,Water Pipeline,Water,Design,Grace Abdalla,James Kibet,18/01/2026,22/07/2028,2079897255,Kitui,38.54879022,-1.162433511
P0218,Gishu Eco-Tourism Project,Tourism,Ongoing,Abdi Toroitich,Joseph Mwangi,30/01/2024,28/03/2026,2425031265,Kitui,37.94981075,-0.50060932
P0219,Affordable Housing,Housing,Design,Grace Ekidor,Mercy Abdalla,22/01/2026,28/04/2028,624252217,Kitui,38.25596394,-1.83097911
P0220,Library Project,Education,Ongoing,Samuel Chepngeno,Mercy Ekal,24/03/2024,12/03/2027,2593365252,Kitui,37.93024985,-1.798361515
P0221,Technical Institute,Education,Ongoing,Francis Cherono,Sarah Adan,14/01/2025,12/03/2028,1387084660,Kitui,38.86500943,-2.763219186
P0222,Greenhouse Project,Agriculture,Ongoing,Mercy Mutua,Chebet Hassan,14/05/2024,16/11/2027,1161947601,Kitui,38.34615218,-1.570653176
P0223,Medical Supply Chain,Health,Ongoing,Samuel Nduku,Peter Noor,04/04/2025,24/08/2027,1967548328,Kitui,38.69207682,-2.858777204
P0224,Estate Development,Housing,Design,Rose Ekal,James Ekidor,28/05/2026,18/05/2027,2464474252,Kitui,38.35614561,-0.256380308
P0225,Dam Construction,Water,Completed,Rebecca Chebet,James Nduku,03/09/2023,28/04/2025,1233518193,Kitui,38.62201864,-1.123879863
P0226,Dam Construction,Water,Design,Chebet Ekal,Rose Abdalla,06/08/2026,02/02/2027,1731710768,Kitui,38.30905174,-2.002239546
P0227,Biogas Initiative,Energy,Design,Fatma Chebet,Janet Kiprotich,30/10/2025,14/11/2026,2743982157,Kitui,38.9868267,-1.520768205
P0228,Resort Development,Tourism,Completed,Francis Mwangi,Grace Kiprotich,27/10/2022,23/01/2025,1314469555,Kitui,38.37469234,-2.642191297
P0229,Highway Upgrade,Transport,Design,Fatma Mutua,Peter Cherono,22/11/2026,20/05/2028,27270729,Kitui,38.17290696,-0.956309263
P0230,Resettlement Housing,Housing,Completed,Peter Mohamed,Chebet Mutua,09/08/2021,29/11/2023,1361444316,Kitui,38.86539076,-0.920484047
P0231,Library Project,Education,Design,Sarah Cherono,Samuel Ekidor,11/09/2026,21/12/2027,395650731,Kitui,38.17416737,-1.598072854
P0232,Digital Hub,ICT,Completed,Janet Adan,Ali Chebet,09/11/2021,11/07/2024,2281435177,Kitui,38.32584814,-0.324151509
P0233,Library Project,Education,Completed,Rebecca Chebet,Mercy Kiprotich,08/02/2024,03/06/2025,1395677108,Kitui,38.43679833,-0.866843503
P0234,Cultural Center,Tourism,Completed,Sarah Onyango,James Ekal,31/05/2023,07/06/2024,2965783656,Kitui,38.51038546,-1.700357788
P0235,Library Project,Education,Design,Abdi Ekidor,Rebecca Achieng,23/03/2027,06/04/2029,2640527160,Kitui,38.51554849,-2.763621482
P0236,Biogas Initiative,Energy,Completed,Mercy Kibet,Peter Mwangi,03/10/2023,15/09/2024,1774880233,Kitui,38.38808758,-2.438103377
P0237,School Construction,Education,Completed,Hassan Chepngeno,Grace Toroitich,21/03/2024,15/04/2025,441449519,Kitui,38.26716361,-0.103465061
P0238,Digital Learning Center,Education,Completed,Chebet Nduku,Hassan Chebet,08/06/2022,19/02/2023,2544454681,Kitui,38.35639243,-0.542066904
P0239,Sanitation Project,Water,Completed,Daniel Abdalla,Joseph Adan,02/03/2021,18/07/2023,493582468,Kitui,38.65603259,-0.756544825
P0240,Resettlement Housing,Housing,Completed,James Kiprotich,Sarah Nduku,29/08/2021,11/03/2024,923193097,Kitui,38.7144483,-1.770784032
P0241,Digital Learning Center,Education,Ongoing,Hassan Cherono,Daniel Achieng,28/06/2025,09/01/2027,2156069676,Kitui,38.16226888,-1.41919465
P0242,Irrigation Scheme,Agriculture,Completed,Rebecca Hassan,Chebet Adan,09/10/2021,15/01/2024,966886762,Kitui,38.10419029,-2.000812402
P0243,Smart City Project,ICT,Completed,Janet Mohamed,Samuel Abdalla,17/05/2022,03/01/2023,1264213770,Kitui,38.39468652,-0.776645669
P0244,Wind Farm,Energy,Ongoing,Rose Mwangi,Mercy Toroitich,04/12/2024,07/08/2026,2653784306,Kitui,38.82072514,-2.885074533
P0245,Urban Renewal Project,Housing,Ongoing,Chebet Ekal,Sarah Ekidor,01/02/2024,06/06/2027,840112692,Kitui,37.93804288,-0.924572584
P0246,Solar Power Plant,Energy,Completed,Mercy Cherono,Halima Mohamed,31/10/2022,24/03/2024,929313740,Kitui,38.24837464,-2.194696605
P0247,Farm Input Program,Agriculture,Ongoing,Joseph Noor,Hassan Mutua,01/08/2024,18/05/2026,2118681941,Kitui,38.24411665,-1.374663021
P0248,Bus Rapid Transit,Transport,Design,Mercy Otieno,Rose Ekidor,03/02/2027,09/07/2028,236216381,Kitui,38.87939247,-1.876002285
P0249,Health Center Upgrade,Health,Design,Sarah Adan,Rose Adan,03/10/2026,10/10/2028,1420841110,Kitui,38.53587835,-2.708957008
P0250,Bus Rapid Transit,Transport,Ongoing,Janet Ekal,Abdi Ekidor,26/03/2025,02/07/2026,1112437685,Kitui,38.19574575,-0.71437746
P0251,Cultural Center,Tourism,Completed,Samuel Mwangi,Mercy Cherono,13/09/2021,22/07/2023,1139891149,Kitui,38.46819127,-2.630030798
P0252,E-Government System,ICT,Completed,Hassan Nduku,Chebet Kiprotich,01/10/2022,20/05/2023,2683327303,Kitui,38.12434509,-1.247792226
P0253,Gishu Biogas Initiative,Energy,Ongoing,Mercy Chepngeno,Halima Abdalla,04/02/2024,28/06/2026,1720635430,Kitui,38.85841185,-1.886159078
P0254,Borehole Drilling,Water,Completed,Grace Chepngeno,Chebet Chepngeno,08/07/2023,02/02/2024,1949155470,Kitui,38.38222897,-2.340375067
P0255,Farm Input Program,Agriculture,Design,Rebecca Mutua,Grace Noor,08/04/2027,03/06/2029,2234921616,Kitui,38.02461556,-0.754604331
P0256,Estate Development,Housing,Completed,Ahmed Abdalla,Hassan Onyango,24/07/2020,25/03/2023,715476425,Kitui,38.37974809,-2.642939889
P0257,Referral Hospital,Health,Design,Abdi Adan,Hassan Hassan,30/09/2026,11/02/2028,1973696890,Kitui,37.98539923,-0.303452506
P0258,Gishu Resort Development,Tourism,Design,Fatma Hussein,Hassan Noor,30/01/2026,27/06/2027,485661549,Kitui,38.12487589,-1.852674001
P0259,Affordable Housing,Housing,Design,James Chebet,Fatma Nduku,02/11/2026,11/06/2029,568729756,Kitui,38.14673298,-2.034845972
P0260,Wildlife Conservancy,Tourism,Design,Joseph Abdalla,Rose Abdalla,26/10/2026,31/07/2028,1212835889,Kitui,38.39483889,-0.358394469
P0261,Innovation Center,ICT,Ongoing,Fatma Abdalla,Mercy Hassan,14/06/2024,05/04/2028,1540524961,Kitui,38.93696389,-1.266910224
P0262,School Construction,Education,Ongoing,Sarah Toroitich,Janet Ekidor,04/02/2024,15/05/2027,1280853695,Kitui,38.50138222,-2.491118767
P0263,Gishu School Construction,Education,Completed,Grace Chepngeno,James Ekidor,15/06/2021,17/09/2023,2418448209,Kitui,38.93441048,-1.491078496
P0264,Health Center Upgrade,Health,Design,Hassan Cherono,Fatma Achieng,10/11/2026,21/07/2029,783099914,Kitui,38.61432065,-1.500867144
P0265,Cultural Center,Tourism,Ongoing,Sarah Cherono,Janet Chebet,22/04/2025,19/07/2027,181807842,Kitui,38.52887747,-2.186312921
P0266,Gishu Technical Institute,Education,Design,Abdi Cherono,Joseph Nduku,23/11/2025,31/05/2028,638943909,Kitui,38.55244534,-1.205736687
P0267,E-Government System,ICT,Completed,Sarah Chebet,Rebecca Onyango,07/06/2022,19/01/2023,2941114041,Kitui,37.87213148,-0.931550643
P0268,Innovation Center,ICT,Design,Francis Cherono,Halima Kibet,06/02/2026,18/09/2027,548009658,Kitui,38.62886381,-2.052762483
P0269,Resettlement Housing,Housing,Ongoing,Ali Ekal,Ali Mwangi,12/01/2025,28/11/2027,139239336,Kitui,37.93278667,-0.628437895
P0270,Urban Renewal Project,Housing,Ongoing,Hassan Ekal,Rose Mohamed,18/02/2024,03/02/2026,157717477,Kitui,38.79283277,-2.690006307
P0271,Highway Upgrade,Transport,Completed,Peter Hassan,James Hussein,09/12/2022,17/05/2024,2467687033,Kitui,38.04682477,-1.515144276
P0272,Resort Development,Tourism,Design,Grace Cherono,Francis Hussein,17/11/2025,28/02/2027,1686696339,Kitui,38.52710837,-0.359760042
P0273,Health Center Upgrade,Health,Ongoing,Francis Chepngeno,Ahmed Chepngeno,20/05/2024,28/01/2027,1139413335,Kitui,38.40096404,-2.101591853
P0274,Estate Development,Housing,Completed,Hassan Toroitich,Janet Hussein,01/04/2023,18/06/2024,2958826281,Kitui,38.9797725,-1.31676507
P0275,Referral Hospital,Health,Ongoing,Grace Hassan,James Ekal,07/10/2024,25/06/2027,500956200,Kitui,38.84793286,-1.217241739
P0276,Bus Rapid Transit,Transport,Design,Fatma Chepngeno,Grace Onyango,20/06/2026,30/11/2028,2663841972,Kitui,38.08993457,-1.501463047
P0277,Greenhouse Project,Agriculture,Design,Mercy Kibet,Samuel Ekal,05/07/2026,12/07/2028,2347784074,Kitui,38.12130789,-1.869527264
P0278,Urban Renewal Project,Housing,Completed,David Otieno,David Adan,14/08/2022,01/10/2024,1583144127,Kitui,38.65159036,-1.311202743
P0279,School Construction,Education,Design,Ahmed Achieng,Halima Achieng,18/02/2027,24/11/2028,2619198143,Kitui,38.70383376,-1.501618521
P0280,Gishu Water Pipeline,Water,Completed,Daniel Mutua,James Nduku,29/07/2021,12/04/2024,779566279,Kitui,38.38756409,-1.320786374
P0281,Agro-Processing Plant,Agriculture,Design,Janet Toroitich,Janet Hassan,29/11/2026,08/07/2028,1723384116,Kitui,38.78452743,-1.638875308
P0282,Library Project,Education,Completed,Chebet Cherono,David Ekidor,30/09/2022,20/04/2024,2060354528,Kitui,38.539118,-2.20636698
P0283,Gishu Digital Hub,ICT,Design,Fatma Toroitich,Fatma Chepngeno,02/10/2025,13/08/2027,1736271725,Kitui,37.93184899,-1.630559759
P0284,Wildlife Conservancy,Tourism,Design,Janet Achieng,Daniel Abdalla,06/08/2026,15/07/2028,1296834124,Kitui,38.81087872,-0.788381076
P0285,Gishu Resort Development,Tourism,Design,Abdi Adan,Sarah Mutua,08/04/2026,13/11/2026,1729270066,Kitui,38.72037111,-1.306651858
P0286,Bypass Road,Transport,Design,Abdi Otieno,David Ekal,16/04/2026,13/09/2027,1928772210,Kitui,38.71262775,-2.308398995
P0287,Innovation Center,ICT,Design,Halima Onyango,Abdi Mwangi,06/04/2027,28/12/2027,1724136395,Kitui,38.1279897,-1.764230733
P0288,Health Center Upgrade,Health,Ongoing,Peter Ekidor,Ahmed Ekal,29/06/2025,15/07/2027,2209737180,Kitui,38.53709316,-0.878980638
P0289,Dam Construction,Water,Design,Ahmed Mwangi,Francis Abdalla,22/08/2026,19/02/2029,2034380338,Kitui,38.06673676,-1.54744387
P0290,School Construction,Education,Completed,Fatma Ekal,Peter Adan,15/01/2024,08/02/2025,1668691856,Kitui,38.46168396,-1.552990371
P0291,Dam Construction,Water,Design,Mercy Noor,Janet Otieno,11/12/2025,28/12/2026,2039028752,Kitui,38.48413719,-0.440856156
P0292,Biogas Initiative,Energy,Completed,Ali Kiprotich,Samuel Toroitich,23/02/2022,09/04/2024,1570292744,Kitui,38.40753322,-1.18003966
P0293,Greenhouse Project,Agriculture,Completed,Samuel Hussein,Rebecca Mohamed,29/11/2023,04/02/2025,654479614,Kitui,38.3995673,-1.70927981
P0294,Water Pipeline,Water,Ongoing,Francis Mwangi,Rose Hassan,10/05/2024,03/07/2026,497568538,Kitui,38.35540199,-0.245318323
P0295,Urban Renewal Project,Housing,Completed,Peter Otieno,Janet Toroitich,15/10/2023,10/02/2025,978168961,Kitui,38.5106331,-2.448880931
P0296,Eco-Tourism Project,Tourism,Completed,Francis Mohamed,Rebecca Achieng,10/05/2024,26/12/2024,2978830858,Kitui,38.53071017,-1.639238028
P0297,Medical Supply Chain,Health,Design,Sarah Otieno,Sarah Ekidor,02/04/2026,30/08/2028,2693749478,Kitui,38.04042152,-2.113997889
P0298,Dam Construction,Water,Design,David Kibet,Joseph Noor,02/01/2027,10/07/2029,613710790,Kitui,38.61005834,-0.603354699
P0299,Bridge Construction,Transport,Ongoing,Halima Kiprotich,James Onyango,27/01/2024,24/02/2026,945709592,Kitui,37.93493318,-0.842580534
P0300,Agro-Processing Plant,Agriculture,Design,Janet Noor,Halima Ekal,22/03/2026,31/12/2027,899810833,Kitui,37.91650944,-0.53071346
P0301,Medical Supply Chain,Health,Completed,Janet Onyango,Abdi Abdalla,31/05/2022,21/06/2024,2007344561,Kitui,37.83173893,-1.553017535
P0302,Borehole Drilling,Water,Ongoing,Fatma Mwangi,Sarah Onyango,11/05/2024,10/06/2027,2696652992,Kitui,38.20445319,-0.389483021
P0303,School Construction,Education,Design,James Kiprotich,James Adan,21/06/2026,17/07/2028,2483492322,Kitui,38.75808105,-1.200467437
P0304,Health Center Upgrade,Health,Ongoing,Francis Chebet,Rose Kiprotich,30/01/2024,08/02/2028,135454518,Kitui,38.56148424,-2.129250326
P0305,Solar Power Plant,Energy,Design,Janet Ekal,Francis Mwangi,02/12/2026,24/01/2029,1508693880,Kitui,38.4910276,-1.181813198
P0306,Greenhouse Project,Agriculture,Completed,Peter Abdalla,Sarah Chebet,31/10/2020,14/04/2023,333516706,Kitui,38.90187208,-3.015723539
P0307,Digital Hub,ICT,Completed,James Ekidor,Fatma Ekidor,20/08/2023,09/07/2025,2637809165,Kitui,38.33104149,-1.572007188
P0308,Medical Supply Chain,Health,Design,Ali Chebet,Peter Toroitich,02/10/2026,11/10/2028,1275181101,Kitui,38.12740534,-0.628447019
P0309,Library Project,Education,Design,Fatma Hussein,Peter Mwangi,13/12/2025,18/05/2028,1916816306,Kitui,38.62486546,-1.448527706
P0310,Gishu Library Project,Education,Completed,Ahmed Toroitich,Francis Mutua,22/09/2021,18/09/2023,1751300479,Kitui,38.18498851,-1.094369541
P0311,Estate Development,Housing,Design,Peter Hussein,Francis Abdalla,13/11/2025,30/04/2027,434202018,Kitui,38.6922951,-2.921927896
P0312,Bridge Construction,Transport,Ongoing,Rebecca Mutua,Sarah Onyango,18/01/2025,03/10/2025,2644225404,Kitui,38.7167832,-1.457918101
P0313,Farm Input Program,Agriculture,Completed,Samuel Toroitich,Sarah Hussein,05/04/2023,22/10/2024,2728631735,Kitui,38.92183248,-1.419583168
P0314,Digital Hub,ICT,Completed,Janet Mwangi,Janet Abdalla,15/06/2022,24/06/2023,1981561226,Kitui,38.34979715,-1.54786137
P0315,Irrigation Scheme,Agriculture,Design,James Onyango,Fatma Ekal,05/05/2026,24/02/2027,2815038271,Kitui,38.47102614,-1.953705388
P0316,Clinic Construction,Health,Completed,Grace Kibet,Mercy Cherono,28/01/2021,27/05/2023,263229724,Kitui,38.52162887,-1.675896299
P0317,Gishu Borehole Drilling,Water,Design,Samuel Mutua,Grace Ekidor,13/07/2026,08/01/2029,2688126970,Kitui,38.26230266,-0.402730985
P0318,Highway Upgrade,Transport,Ongoing,David Mutua,Abdi Kibet,02/04/2024,30/08/2027,1957158684,Kitui,38.22323569,-2.34939314
P0319,Library Project,Education,Design,Ali Chebet,Halima Noor,23/11/2026,08/09/2027,258866837,Kitui,38.48612737,-1.489285711
P0320,Digital Hub,ICT,Ongoing,Sarah Kiprotich,Daniel Chebet,01/03/2024,21/06/2027,2572824244,Kitui,38.74298931,-1.208463437
P0321,Farm Input Program,Agriculture,Design,Ali Kiprotich,Mercy Adan,26/05/2026,24/11/2027,2038641144,Kitui,38.49064779,-1.027739621
P0322,Borehole Drilling,Water,Completed,Joseph Hussein,Grace Kibet,10/01/2024,01/02/2025,283666849,Kitui,37.99739731,-1.325551095
P0323,Sanitation Project,Water,Completed,Rose Chebet,Rose Noor,09/04/2023,17/05/2024,2703295599,Kitui,38.24542125,-1.358451152
P0324,Medical Supply Chain,Health,Design,Rose Mutua,Halima Mutua,23/10/2025,23/05/2027,1246918973,Kitui,38.2166863,-1.791944248
P0325,Library Project,Education,Ongoing,Ahmed Hassan,Mercy Cherono,07/05/2025,30/03/2027,1854550184,Kitui,38.02148227,-1.333535061
P0326,Eco-Tourism Project,Tourism,Ongoing,Francis Chepngeno,David Toroitich,17/03/2024,15/01/2026,1120311171,Kitui,38.37258754,-0.256757822
P0327,Bypass Road,Transport,Ongoing,Abdi Mwangi,Grace Mohamed,04/08/2024,05/02/2026,1387967036,Kitui,38.55910456,-1.33343039
P0328,Medical Supply Chain,Health,Ongoing,Samuel Abdalla,Chebet Hussein,08/05/2025,15/02/2026,1960255665,Kitui,38.76959162,-2.02508024
P0329,Gishu Urban Renewal Project,Housing,Design,Grace Nduku,Sarah Hussein,27/03/2027,14/07/2028,1120014799,Kitui,38.45415182,-0.430103971
P0330,Cultural Center,Tourism,Completed,Rebecca Nduku,Rebecca Ekal,04/06/2022,14/07/2024,242360818,Kitui,38.67112506,-1.483563579
P0331,Sanitation Project,Water,Ongoing,Janet Mwangi,Rose Kibet,08/08/2024,01/01/2027,2860594587,Kitui,38.71120903,-0.793056469
P0332,Affordable Housing,Housing,Design,Abdi Kibet,Fatma Hussein,04/06/2026,23/06/2028,110240226,Kitui,38.16471507,-2.199210219
P0333,Highway Upgrade,Transport,Completed,Abdi Mohamed,Rebecca Cherono,06/06/2023,29/12/2023,1733678313,Kitui,38.95407403,-1.55827106
P0334,Referral Hospital,Health,Ongoing,Fatma Ekal,Ahmed Achieng,20/07/2024,10/03/2026,648056946,Kitui,38.1765565,-1.383925177
P0335,Innovation Center,ICT,Ongoing,Ali Achieng,Francis Adan,29/05/2024,15/01/2028,2854422613,Kitui,38.44266008,-2.229293805
P0336,Referral Hospital,Health,Completed,Halima Onyango,Daniel Hussein,02/05/2022,21/06/2024,909945390,Kitui,38.33749554,-2.353251018
P0337,Referral Hospital,Health,Design,David Kiprotich,Rebecca Nduku,22/09/2026,10/10/2027,691580428,Kitui,38.52989393,-2.648742585
P0338,Urban Renewal Project,Housing,Ongoing,Abdi Ekidor,Peter Mohamed,09/04/2024,18/05/2026,1666829664,Kitui,38.71417054,-2.642101195
P0339,Digital Hub,ICT,Ongoing,Halima Kibet,Hassan Otieno,06/09/2024,30/06/2027,2930155424,Kitui,38.8835755,-3.032829881
P0340,Resettlement Housing,Housing,Ongoing,Hassan Achieng,Grace Onyango,10/10/2024,12/04/2026,460946355,Kitui,38.66313641,-2.125987593
P0341,Bus Rapid Transit,Transport,Ongoing,Hassan Cherono,Sarah Noor,19/04/2025,15/12/2025,261246120,Kitui,38.04410284,-0.64443918
P0342,Farm Input Program,Agriculture,Ongoing,Grace Abdalla,Grace Otieno,02/05/2025,30/07/2026,1656158462,Kitui,38.9538576,-1.882975767
P0343,E-Government System,ICT,Completed,Hassan Hussein,Fatma Ekal,01/09/2022,18/03/2023,1062678092,Kitui,38.30745303,-1.074723775
P0344,Resettlement Housing,Housing,Completed,Hassan Cherono,Ali Mwangi,14/11/2021,05/06/2023,196749641,Kitui,38.43162565,-2.068818967
P0345,Biogas Initiative,Energy,Completed,Ali Otieno,Halima Kibet,23/10/2020,24/02/2023,156094041,Kitui,38.43677719,-2.091212755
P0346,Digital Hub,ICT,Completed,James Cherono,Ahmed Abdalla,22/11/2020,11/02/2023,2810734822,Kitui,38.63585597,-2.516565271
P0347,Farm Input Program,Agriculture,Design,Rose Otieno,Abdi Hussein,25/11/2025,28/03/2028,1876797862,Kitui,38.55044755,-0.443775487
P0348,Bus Rapid Transit,Transport,Ongoing,Rose Achieng,Ahmed Mwangi,10/08/2024,07/03/2026,2815956715,Kitui,38.3061544,-0.550167032
P0349,Biogas Initiative,Energy,Ongoing,Sarah Hussein,Joseph Abdalla,28/12/2024,11/10/2026,1684050109,Kitui,38.74892948,-2.049325104
P0350,Innovation Center,ICT,Design,Grace Noor,Samuel Ekidor,14/03/2026,02/02/2028,2399877848,Kitui,38.56006359,-2.031712172
P0351,Wind Farm,Energy,Design,Peter Chebet,Ahmed Mwangi,23/02/2027,14/04/2028,2058843449,Kitui,37.97092766,-1.845413396
P0352,Library Project,Education,Completed,Fatma Noor,Mercy Achieng,24/04/2023,04/05/2024,1513816212,Kitui,38.52426361,-1.735843514
P0353,Affordable Housing,Housing,Design,Fatma Mohamed,Francis Mwangi,01/04/2027,11/01/2028,1396507169,Kitui,38.14292103,-0.785081309
P0354,Borehole Drilling,Water,Completed,Ali Ekidor,Abdi Ekal,08/08/2021,17/04/2023,1726753275,Kitui,38.32799766,-2.208680563
P0355,Innovation Center,ICT,Design,Francis Onyango,Peter Kibet,14/09/2026,24/01/2029,2660203172,Kitui,38.88971813,-1.94391596
P0356,Wildlife Conservancy,Tourism,Design,Janet Noor,James Kiprotich,18/04/2027,02/06/2028,2528424962,Kitui,37.80849589,-1.562098173
P0357,E-Government System,ICT,Ongoing,David Nduku,Chebet Chepngeno,21/04/2025,13/03/2028,2687876025,Kitui,37.90653447,-0.596824833
P0358,Highway Upgrade,Transport,Completed,Rose Toroitich,Sarah Nduku,15/04/2023,13/04/2025,2228249449,Kitui,38.21969764,-1.973017352
P0359,Resettlement Housing,Housing,Completed,Daniel Kibet,Janet Cherono,29/08/2020,10/05/2023,1803813846,Kitui,38.94624052,-1.300999445
P0360,Sanitation Project,Water,Design,Abdi Ekidor,James Kiprotich,07/02/2026,13/09/2028,1699928979,Kitui,38.40768719,-1.801424136
P0361,Highway Upgrade,Transport,Ongoing,Mercy Chebet,Mercy Mwangi,16/07/2025,01/06/2026,2664702081,Kitui,38.45652701,-1.471581582
P0362,Bridge Construction,Transport,Ongoing,Joseph Abdalla,Halima Nduku,26/01/2024,18/07/2026,66566509,Kitui,38.35309902,-1.536959098
P0363,Smart City Project,ICT,Completed,James Cherono,Halima Cherono,05/06/2022,11/04/2024,537603644,Kitui,38.92287155,-1.008668138
P0364,Biogas Initiative,Energy,Ongoing,Peter Chepngeno,Samuel Abdalla,29/07/2025,28/07/2027,1153537292,Kitui,38.33012038,-0.893593779
P0365,Greenhouse Project,Agriculture,Completed,Francis Onyango,Rebecca Adan,22/08/2020,08/02/2023,698517502,Kitui,38.9690784,-1.399679415
P0366,Gishu Clinic Construction,Health,Design,James Noor,Daniel Nduku,30/05/2026,12/12/2028,1900319930,Kitui,38.13165014,-0.419310041
P0367,Cultural Center,Tourism,Ongoing,James Hussein,Halima Hassan,10/04/2025,18/09/2026,2746804088,Kitui,38.57493453,-2.36909711
P0368,Mini Hydro Project,Energy,Completed,Abdi Nduku,Grace Mohamed,10/11/2021,05/12/2022,1875618364,Kitui,38.4849767,-1.726596433
P0369,Bridge Construction,Transport,Design,Peter Otieno,Fatma Mwangi,03/08/2026,22/03/2028,1926021661,Kitui,38.99577065,-1.884815337
P0370,Smart City Project,ICT,Completed,Joseph Chepngeno,David Cherono,21/12/2021,30/01/2023,845111713,Kitui,38.71008169,-1.380587634
P0371,Gishu Farm Input Program,Agriculture,Completed,Joseph Onyango,Janet Ekidor,01/05/2021,22/09/2023,290241787,Kitui,38.33215617,-1.288053661
